"DateTime","Island","FIR Reqd (MW)","SIR Reqd (MW)","FIR Price ($/MW)","SIR Price ($/MW)","FIR Violation (MW)","SIR Violation (MW)"
"20-OCT-2013 07:30","NI",159.97600,290.00000,0.01000,0.01000,0.00000,0.00000
"20-OCT-2013 07:30","SI",74.92000,121.00000,0.03000,0.06000,0.00000,0.00000
